Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Book Name_clean,Language,Genres,Ranks,Best rank
profit over people: neoliberalism & global order,noam chomsky,4.5,265.0,668.0,"why is the atlantic slowly filling with crude petroleum, threatening a millions-of-years-old ecological balance? why did traders at prominent banks take high-risk gambles with the money entrusted to them by hundreds of thousands of clients around the world, expanding and leveraging their investments to the point that failure led to a global financial crisis that left millions of people jobless and hundreds of cities economically devastated? why would the worlds most powerful military spend 10 years fighting an enemy that presents no direct threat to secure resources for corporations?",338,",#3,825 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in human rights,#11 in political philosophy,#13 in economic public policy",profit over people neoliberalism & global order,english,"audible audiobooks & originals,human rights,political philosophy,economic public policy","[825, 3, 11, 13]",3.0
profitable growth is everyones business: 10 tools you can use monday morning,ram charan,4.3,16.0,651.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,profitable growth is everyones business 10 tools you can use monday morning,english,not available,949.0,949.0
"promises, part 3: bounty hunters series, book 3",a.e. via,4.7,149.0,586.0,"bradford (ford) king was sure he had the rest of his life mapped out. life was simple, no distractions or complications - at age 46, thats all ford wanted. what he didnt want was his work partner, sniper/watchman dana, giving him s--t all the time.",0,#949 not available,"promises, part 3 bounty hunters series, book 3",english,not available,949.0,949.0
prosperity consciousness: how to tap your unlimited wealth,fredric lehrman,4.0,3.0,1439.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,prosperity consciousness how to tap your unlimited wealth,english,not available,949.0,949.0
"proven guilty: the dresden files, book 8",jim butcher,4.8,846.0,1256.0,"by completing your purchase you agree to audibles conditions of use, amazons privacy notice and if applicable audibles recurring payment terms.",0,#949 not available,"proven guilty the dresden files, book 8",english,not available,949.0,949.0
psmith in the city,p. g. wodehouse,4.5,97.0,526.0,psmith in the citybyp. g. wodehouse-genre:rownone,0,#949 not available,psmith in the city,english,not available,949.0,949.0
psycho-cybernetics: updated and expanded,maxwell maltz,4.7,336.0,1131.0,"cybernetics (loosely translated from the greek): a helmsman who steers his ship to port. psycho-cybernetics is a term coined by dr. maxwell maltz that means steering your mind to a productive, useful goal so you can reach the greatest port in the world: peace of mind.",736,",#644 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#119 in personal success,#244 in family & relationships,#1,611 in personal development & self-help",psycho-cybernetics updated and expanded,english,"audible audiobooks & originals,personal success,family & relationships,personal development & self-help","[644, 119, 244, 611]",119.0
psychology of the unconscious: a study of the transformations and symbolisms of the libido,c. g. jung,4.2,12.0,1264.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,psychology of the unconscious a study of the transformations and symbolisms of the libido,english,not available,949.0,949.0
public speaking for success,dale carnegie,4.4,99.0,703.0,"dale carnegie, author of the legendary how to win friends and influence people, began his career as the premier life coach of the 20th century by teaching the art of public speaking. public speaking, as carnegie saw it, is a vital skill that can be attained through basic and repeated steps. his classic volume on the subject appeared in 1926 and was revised twice - in shortened versions - in 1956 and 1962.",928,",#838 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in public speaking,#4 in words, language & grammar (audible audiobooks & originals),#10 in public speaking reference",public speaking for success,english,"audible audiobooks & originals,public speaking,words,public speaking reference","[838, 2, 4, 10]",2.0
puffin sleepy tales: ten stories to relax and calm busy young minds at bedtime,puffin,4.3,24.0,410.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,puffin sleepy tales ten stories to relax and calm busy young minds at bedtime,english,not available,949.0,949.0
purple hibiscus,chimamanda ngozi adichie,4.6,1579.0,938.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,purple hibiscus,english,not available,949.0,949.0
put your intuition to work: how to supercharge your inner wisdom to think fast and make great decisions,lynn a. robinson,4.7,7.0,468.0,put your intuition to work how to supercharge your inner wisdom to think fast and make great decisionsbylynn a. robinson-genre:rownone,0,#949 not available,put your intuition to work how to supercharge your inner wisdom to think fast and make great decisions,english,not available,949.0,949.0
quantum healing: exploring the frontiers of mind/body medicine,deepak chopra md,4.4,117.0,326.0,"dr. deepak chopra, a respected new england endocrinologist, began his search for answers when he saw patients in his own practice who completely recovered after being given only a few months to live. in the mid-1980s he returned to his native india to explore ayurveda, humanities most ancient healing tradition. now he has combined the current research of western medicine, neuroscience, and physics with the insights of ayurvedic theory to show that the human body is controlled by a network of intelligence grounded in quantum reality.",55,",#3,816 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in naturopathy,#9 in unexplained mysteries,#19 in ageing health",quantum healing exploring the frontiers of mind/body medicine,english,"audible audiobooks & originals,naturopathy,unexplained mysteries,ageing health","[816, 4, 9, 19]",4.0
quantum memory: learn to improve your memory with the world memory champion!,dominic o'brien,4.2,54.0,1439.0,"develop a quantum memory so powerful, youre like a human computer!",392,",#1,092 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#6 in memory improvement,#2,504 in personal development & self-help",quantum memory learn to improve your memory with the world memory champion!,english,"audible audiobooks & originals,memory improvement,personal development & self-help","[92, 6, 504]",6.0
quantum physics: what everyone needs to know,michael g. raymer,4.6,75.0,586.0,quantum physics what everyone needs to knowbymichael g. raymer-genre:rownone,0,#949 not available,quantum physics what everyone needs to know,english,not available,949.0,949.0
"queen of air and darkness: the dark artifices, book 3 (a shadowhunter novel)",cassandra clare,4.7,2123.0,1138.0,"dark secrets and forbidden love threaten the very survival of the shadowhunters in cassandra clares queen of air and darkness, the final novel in the number one new york times and usa today best-selling the dark artifices trilogy. queen of air and darkness is a shadowhunters novel.",1824,",#2,868 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#50 in teen & young adult,#5,256 in children's literature & fiction (books)","queen of air and darkness the dark artifices, book 3 (a shadowhunter novel)",english,"audible audiobooks & originals,teen & young adult,children's literature & fiction","[868, 50, 256]",50.0
"queens play: the lymond chronicles, book 2",dorothy dunnett,4.6,98.0,888.0,"penguin presents the audiobook edition of queens play by dorothy dunnett, read by david monteath.",1299,",#3,652 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#13 in historical thrillers,#19 in action thriller fiction,#27 in historical romance (audible audiobooks & originals)","queens play the lymond chronicles, book 2",english,"audible audiobooks & originals,historical thrillers,action thriller fiction,historical romance","[652, 13, 19, 27]",13.0
queeristan: lgbtq inclusion in the indian workplace,parmesh shahani,4.7,5.0,836.0,the reading down of section 377 by the supreme court in 2018 has led to a fundamental shift in the rights of indias lgbtq citizens and necessitated policy changes across the board - not least in the conservative world of indian business.,709,",#442 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in lgbt studies,#2 in gender issues,#8 in workplace culture",queeristan lgbtq inclusion in the indian workplace,english,"audible audiobooks & originals,lgbt studies,gender issues,workplace culture","[442, 1, 2, 8]",1.0
quichotte,salman rushdie,4.8,5.0,870.0,salman rushdie versetzt don qichotte ins heute amerika.,938,",#4,048 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in absurdist fiction,#24,279 in literature & fiction (books)",quichotte,english,"audible audiobooks & originals,absurdist fiction,literature & fiction","[48, 2, 279]",2.0
quidditch through the ages,j.k. rowling,4.7,1147.0,652.0,"a perennial best-seller in the wizarding world and one of the most popular books in the hogwarts school library, quidditch through the ages contains all you will ever need to know about the history, the rules - and the breaking of the rules - of the noble sport of quidditch. packed with fascinating facts, this definitive guide by the esteemed quidditch writer kennilworthy whisp charts the games history from its early origins in the medieval mists on queerditch marsh through to the modern-day sport loved by so many wizard and muggle families around the world. with comprehensive coverage of famous quidditch teams, the commonest fouls, the development of racing brooms, and much more, this is a must-have sporting bible for all harry potter fans and quidditch lovers and players, whether the weekend amateur or the seasoned chudley cannons season-ticket holder.",190,",#640 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in sports fiction for children,#3 in contemporary fantasy,#5 in children's sport (books)",quidditch through the ages,english,"audible audiobooks & originals,sports fiction for children,contemporary fantasy,children's sport","[640, 1, 3, 5]",1.0
quiet leadership: six steps to transforming performance at work,david rock,4.5,196.0,10378.0,"improving the performance of your employees involves one of the hardest challenges in the known universe: changing the way they think. in constant demand as a coach, speaker, and consultant to companies around the world, david rock has proven that the secret to leading people (and living and working with them) is found in the space between their ears. if people are being paid to think, he writes, isnt it time the business world found out what the thing doing the work, the brain, is all about? supported by the latest groundbreaking research, quiet leadership provides a brain-based approach that will help busy leaders, executives, and managers improve their own and their colleagues performance. rock offers a practical, six-step guide to making permanent workplace performance change by unleashing higher productivity, new levels of morale, and greater job satisfaction.",417,",#3,464 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#100 in business careers,#155 in leadership,#5,726 in analysis & strategy",quiet leadership six steps to transforming performance at work,english,"audible audiobooks & originals,business careers,leadership,analysis & strategy","[464, 100, 155, 726]",100.0
quiet power: growing up as an introvert in a world that cant stop talking,susan cain,4.5,243.0,683.0,"the highly anticipated follow-up to the sensational best seller quiet - empowering introverted children, teens and young adults.",374,",#1,328 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in audiobooks on health for children,#2 in nonfiction on emotions & feelings for children,#15 in teen & young adult",quiet power growing up as an introvert in a world that cant stop talking,english,"audible audiobooks & originals,audiobooks on health for children,nonfiction on emotions & feelings for children,teen & young adult","[328, 1, 2, 15]",1.0
quiet: the power of introverts in a world that cant stop talking,susan cain,4.5,8360.0,888.0,brought to you by penguin.,639,",#233 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in relationships,#18 in psychology (audible audiobooks & originals),#2,672 in textbooks & study guides",quiet the power of introverts in a world that cant stop talking,english,"audible audiobooks & originals,relationships,psychology,textbooks & study guides","[233, 7, 18, 672]",7.0
quit smoking boot camp: the fast-track to quitting smoking again for good,allen carr,4.1,35.0,569.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,quit smoking boot camp the fast-track to quitting smoking again for good,english,not available,949.0,949.0
quit smoking today: without gaining weight,paul mckenna,3.9,234.0,949.0,"at last the classic cd audio programme is now available as a download. are you ready to quit smoking once and for all? do you want to quit, but worry you will gain weight? would you like to stop cravings in moments? are you tired of people telling you to quit? are you worried about smoking damaging your health? have you tried to quit before and failed? if quitting was easy would you do it today?",0,#949 not available,quit smoking today without gaining weight,english,not available,949.0,949.0
quitters never win,michael bisping,4.8,369.0,888.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,quitters never win,english,not available,949.0,949.0
raag marva [to kill the raga],mamta singh,4.2,14.0,668.0,raag marva [to kill the raga]bymamta singh-genre:rownone,0,#949 not available,raag marva [to kill the raga],english,not available,949.0,949.0
raavan: enemy of aryavarta,amish tripathi,4.5,4483.0,836.0,"without the darkness, light has no purpose.",692,",#39 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in fiction sagas,#2 in epic fantasy,#40 in fantasy (books)",raavan enemy of aryavarta,english,"audible audiobooks & originals,fiction sagas,epic fantasy,fantasy","[39, 1, 2, 40]",1.0
radical acceptance: awakening the love that heals fear and shame,tara brach,4.6,161.0,1063.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,radical acceptance awakening the love that heals fear and shame,english,not available,949.0,949.0
radical candor: how to get what you want by saying what you mean,kim scott,4.6,1208.0,323.0,"the old adage is ingrained in us that if you dont have anything nice to say then dont say anything at all. while this advice may work for home life, as kim scott has seen firsthand, it is a disaster when adopted by managers in the workplace.",563,",#547 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#9 in workplace culture,#14 in time management & productivity,#30 in leadership",radical candor how to get what you want by saying what you mean,english,"audible audiobooks & originals,workplace culture,time management & productivity,leadership","[547, 9, 14, 30]",9.0
radical compassion: learning to love yourself and your world with the practice of rain,tara brach,4.8,281.0,888.0,brought to you by penguin.,500,",#3,763 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#47 in buddhism (audible audiobooks & originals),#181 in spirituality (audible audiobooks & originals),#445 in buddhism (books)",radical compassion learning to love yourself and your world with the practice of rain,english,"audible audiobooks & originals,buddhism,spirituality,buddhism","[763, 47, 181, 445]",47.0
radical focus: achieving your most important goals with objectives and key results,christina r. wodtke,4.4,189.0,501.0,"how do you inspire a diverse team to work together, going all out in pursuit of a single, challenging goal? how do you get your team to commit to bold goals? how do you stay motivated despite setbacks and disappointments? and what do you do when it looks like youre headed for failure? in radical focus, christina wodtke combines her hard earned experience as an executive at zynga, linkedin and many of silicon valleys hottest companies to answer those questions. its not about to-do lists and accountability charts. its about creating a framework for regular check-ins, key results, and most of all, the beauty of a good fail - and how to take a temporary disaster and turn it into a future success.",217,",#3,969 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#189 in business management,#6,581 in analysis & strategy,#45,921 in textbooks & study guides",radical focus achieving your most important goals with objectives and key results,english,"audible audiobooks & originals,business management,analysis & strategy,textbooks & study guides","[969, 189, 581, 921]",189.0
"radical forgiveness: a revolutionary five-stage process to heal relationships, let go of anger and blame, find peace in any situation",colin tipping,4.6,470.0,585.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,"radical forgiveness a revolutionary five-stage process to heal relationships, let go of anger and blame, find peace in any situation",english,not available,949.0,949.0
radical hope: 10 key healing factors from exceptional survivors of cancer & other diseases,kelly a. turner phd,4.7,33.0,750.0,"following the publication of the new york times best-selling radical remission, researcher kelly a. turner, ph.d., has collected hundreds of new cases of radical remissions - from cancer and now also other diseases. turner explores the real-life application of the radical remission principles and the people who have chosen to take this journey.",0,#949 not available,radical hope 10 key healing factors from exceptional survivors of cancer & other diseases,english,not available,949.0,949.0
radical self-acceptance,tara brach,4.6,56.0,585.0,"how would your life change if you genuinely accepted yourself, just the way you are? according to dr. tara brach, feelings of shame and unworthiness are the source of many problems we experience with our relationships, careers, creative endeavors, and most fundamentally, our spiritual unfolding.",196,",#2,527 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#17 in buddhist philosophy & practice,#65 in meditation (audible audiobooks & originals),#275 in buddhism (books)",radical self-acceptance,english,"audible audiobooks & originals,buddhist philosophy & practice,meditation,buddhism","[527, 17, 65, 275]",17.0
rage of angels,sidney sheldon,4.6,449.0,836.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,rage of angels,english,not available,949.0,949.0
rainbow magic: sky the blue fairy,daisy meadows,4.5,60.0,351.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,rainbow magic sky the blue fairy,english,not available,949.0,949.0
rainbow magic: sunny the yellow fairy,daisy meadows,4.4,17.0,351.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,rainbow magic sunny the yellow fairy,english,not available,949.0,949.0
rainbow six,tom clancy,4.5,997.0,1195.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,rainbow six,english,not available,949.0,949.0
raise your vibration: 111 practices to increase your spiritual connection,kyle gray,4.7,641.0,633.0,"kyle grays remarkable intuitive gifts have made him one of the uks most sought-after experts in his field. now, following huge demand from his fans, kyle unveils the 111 essential practices that hes been using for over 10 years to develop his spiritual skills. in this audiobook, kyle explains how you, too, can deepen your connection with the divine. the key is to raise your vibration, and kyle teaches how you can do this by cultivating practices and habits such as:",0,#949 not available,raise your vibration 111 practices to increase your spiritual connection,english,not available,949.0,949.0
raising giant-killers: releasing your childs divine destiny through intentional parenting,bill johnson,4.9,144.0,762.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,raising giant-killers releasing your childs divine destiny through intentional parenting,english,not available,949.0,949.0
"raising good humans: a mindful guide to breaking the cycle of reactive parenting and raising kind, confident kids",hunter clarke-fields msae,4.7,179.0,445.0,"raising good humans a mindful guide to breaking the cycle of reactive parenting and raising kind, confident kidsbyhunter clarke-fields msae-genre:rownone",0,#949 not available,"raising good humans a mindful guide to breaking the cycle of reactive parenting and raising kind, confident kids",english,not available,949.0,949.0
"raising steam: discworld, book 40",terry pratchett,4.5,2617.0,888.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,"raising steam discworld, book 40",english,not available,949.0,949.0
raja yoga [russian edition],swami vivekananda,4.5,210.0,117.0,raja yoga [russian edition]byswami vivekananda-genre:rownone,0,#949 not available,raja yoga [russian edition],english,not available,949.0,949.0
"rama ii: rama series, book 2",arthur c. clarke,3.3,278.0,873.0,"rama ii rama series, book 2byarthur c. clarke-genre:rownone",0,#949 not available,"rama ii rama series, book 2",english,not available,949.0,949.0
ramayana,ram dass,1.9,2.0,562.0,"by completing your purchase you agree to audibles conditions of use, amazons privacy notice and if applicable audibles recurring payment terms.",267,",#1,483 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#94 in literary fiction,#160 in religion & spirituality (audible audiobooks & originals),#313 in christianity (books)",ramayana,english,"audible audiobooks & originals,literary fiction,religion & spirituality,christianity","[483, 94, 160, 313]",94.0
ramayana banaam mahabharata [ramayana vs. mahabharata]: meri drishti se ek rochak tulna [an interesting comparison from my point of view],devdutt pattanaik,4.0,3.0,668.0,"it is a popular belief that the ramayana is idealistic while the mahabharata is realistic. yet these two epics have identical building blocks, identical themes and identical history.",379,",#825 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in adventurers, explorers & survival biographies,#5 in literary history & criticism,#11 in indian literature (audible audiobooks & originals)",ramayana banaam mahabharata [ramayana vs. mahabharata] meri drishti se ek rochak tulna [an interesting comparison from my point of view],english,"audible audiobooks & originals,adventurers,literary history & criticism,indian literature","[825, 1, 5, 11]",1.0
ramayana versus mahabharata: my playful comparison,devdutt pattanaik,4.4,129.0,668.0,"it is a popular belief that the ramayana is idealistic while the mahabharata is realistic. yet these two epics have identical building blocks, identical themes, and identical history.",313,",#1,194 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#9 in literary history & criticism,#14 in indian literature (audible audiobooks & originals),#374 in literary theory, history & criticism",ramayana versus mahabharata my playful comparison,english,"audible audiobooks & originals,literary history & criticism,indian literature,literary theory","[194, 9, 14, 374]",9.0
ramayana: an ancient indian epic,ayur pulle,5.0,4.0,233.0,"the great indian epic - the ramayana - has been told and retold over thousands of years by poets, performers, and writers. it is a tale of courage and fear, love and hate, devotion and betrayal. the epic spans the three worlds of gods, humans, and demons. here, the forces of good and evil collide, locked in a battle for the ultimate supremacy. rama, the crown prince of kosala, descendent of the timeless surya dynasty, must face unimaginable danger, but what lies in his destiny?",67,",#3,620 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in history of religion (audible audiobooks & originals),#20 in fairy tale fantasy,#854 in literature & fiction (audible audiobooks & originals)",ramayana an ancient indian epic,english,"audible audiobooks & originals,history of religion,fairy tale fantasy,literature & fiction","[620, 7, 20, 854]",7.0
range: how generalists triumph in a specialized world,david epstein,4.6,1279.0,323.0,"range is the groundbreaking and exhilarating exploration into how to be successful in the 21st century, from david epstein, the acclaimed author of the sports gene.",617,",#105 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in creativity & genius,#7 in entrepreneurship (audible audiobooks & originals),#18 in personal success in business",range how generalists triumph in a specialized world,english,"audible audiobooks & originals,creativity & genius,entrepreneurship,personal success  business","[105, 1, 7, 18]",1.0
rapt: attention and the interested life,winifred gallagher,4.1,89.0,670.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,rapt attention and the interested life,english,not available,949.0,949.0
rapunzel and other stories,tamsin greig,4.5,2.0,140.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,rapunzel and other stories,english,not available,949.0,949.0
rasiya [the sensualist],ruskin bond,4.5,2.0,233.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,rasiya [the sensualist],english,not available,949.0,949.0
ravelstein,saul bellow,3.8,27.0,773.0,ravelsteinbysaul bellow-genre:rownone,0,#949 not available,ravelstein,english,not available,949.0,949.0
"ravens hart: haven hart series, book 7",davidson king,5.0,37.0,586.0,"haven hart stands on the edge of good and evil. having balance between the two is the only thing keeping the town from crumbling to the ground. for years, one man has been charged with maintaining that balance - poe.",0,#949 not available,"ravens hart haven hart series, book 7",english,not available,949.0,949.0
ravindra nath tagore ki lokpriya kahaniyan [popular stories of ravindra nath tagore],ravindra nath,4.2,37.0,668.0,"this is a collection of stories written by the world famous writer rabindranath tagore. this collection includes stories such as goongi, prem ka mulya and nayi roshini.",325,",#213 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in fiction short stories,#79 in short stories (books)",ravindra nath tagore ki lokpriya kahaniyan [popular stories of ravindra nath tagore],english,"audible audiobooks & originals,fiction short stories,short stories","[213, 3, 79]",3.0
raymond chandler: the big sleep (dramatised),raymond chandler,4.5,174.0,342.0,raymond chandler the big sleep (dramatised)byraymond chandler-genre:rownone,0,#949 not available,raymond chandler the big sleep (dramatised),english,not available,949.0,949.0
reaching your potential: tap into your inner strength and discover the power to succeed,norman vincent peale,4.5,8.0,668.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,reaching your potential tap into your inner strength and discover the power to succeed,english,not available,949.0,949.0
"reading financial reports for dummies, 3rd edition",lita epstein,4.3,98.0,703.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,"reading financial reports for dummies, 3rd edition",english,not available,949.0,949.0
ready player one,ernest cline,4.6,17237.0,1093.0,brought to you by penguin.,940,",#494 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in cyberpunk science fiction,#2 in adventure science fiction,#93 in science fiction (books)",ready player one,english,"audible audiobooks & originals,cyberpunk science fiction,adventure science fiction,science fiction","[494, 1, 2, 93]",1.0
"ready, fire, aim: zero to $100 million in no time flat",michael masterson,4.6,128.0,938.0,"ready, fire, aim zero to $100 million in no time flatbymichael masterson-genre:rownone",0,#949 not available,"ready, fire, aim zero to $100 million in no time flat",english,not available,949.0,949.0
"ready, study, go!: smart ways to learn",khurshed batliwala,4.5,749.0,668.0,"ready, study, go! smart ways to learnbykhurshed batliwala-genre:rownone",0,#949 not available,"ready, study, go! smart ways to learn",english,not available,949.0,949.0
reagan: the life,h. w. brands,4.5,251.0,1759.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,reagan the life,english,not available,949.0,949.0
real life: a novel,brandon taylor,4.5,91.0,1005.0,real life a novelbybrandon taylor-genre:rownone,0,#949 not available,real life a novel,english,not available,949.0,949.0
reality is not what it seems: the journey to quantum gravity,carlo rovelli,4.6,1023.0,683.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,reality is not what it seems the journey to quantum gravity,english,not available,949.0,949.0
reality unveiled: the hidden keys of existence that will transform your life (and the world),ziad masri,4.5,652.0,668.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,reality unveiled the hidden keys of existence that will transform your life (and the world),english,not available,949.0,949.0
realizing the power of now: an in-depth retreat with eckhart tolle,eckhart tolle,4.6,13.0,1406.0,"what if you could recapture that remarkable opening, and make it a consistent way of living in the world? throughout europe and north america, a man named eckhart tolle has emerged as a teacher with the unique ability to draw us into the awakened state he calls presence. with realizing the power of now: an in-depth retreat with eckhart tolle, you have an unparalleled opportunity to immerse yourself in the timeless dimension — a place within us that always is and ever will be beyond the turmoil of life, a world of calm beyond words, of joy that has no opposite.",424,",#3,729 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#12 in mysticism (audible audiobooks & originals),#197 in mysticism (books),#1,316 in christianity (books)",realizing the power of now an in-depth retreat with eckhart tolle,english,"audible audiobooks & originals,mysticism,mysticism,christianity","[729, 12, 197, 316]",12.0
"reaper man: discworld, book 11",terry pratchett,4.8,765.0,888.0,"reaper man discworld, book 11byterry pratchett-genre:rownone",0,#949 not available,"reaper man discworld, book 11",english,not available,949.0,949.0
rearming hinduism: nature hinduphobia and the return of indian intelligence,vamsee juluri,4.1,176.0,668.0,rearming hinduism nature hinduphobia and the return of indian intelligencebyvamsee juluri-genre:rownone,0,#949 not available,rearming hinduism nature hinduphobia and the return of indian intelligence,english,not available,949.0,949.0
"reasonable faith, third edition: christian truth and apologetics",william lane craig,4.7,251.0,937.0,"reasonable faith, third edition christian truth and apologeticsbywilliam lane craig-genre:rownone",0,#949 not available,"reasonable faith, third edition christian truth and apologetics",english,not available,949.0,949.0
"reasons to believe: how to understand, defend, and explain the catholic faith",scott hahn,4.6,217.0,586.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,"reasons to believe how to understand, defend, and explain the catholic faith",english,not available,949.0,949.0
reasons to stay alive,matt haig,4.6,2967.0,683.0,reasons to stay alivebymatt haig-genre:rownone,0,#949 not available,reasons to stay alive,english,not available,949.0,949.0
rebecca,daphne du maurier,4.5,2963.0,873.0,exclusively from audible,886,",#559 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in suspense,#28 in classic literature,#540 in crime, thriller & mystery (books)",rebecca,english,"audible audiobooks & originals,suspense,classic literature,crime","[559, 7, 28, 540]",7.0
"rebellion: omega force, book 11",joshua dalzelle,4.8,241.0,668.0,"the quadrant is on the brink of all-out civil war, but almost nobody knows it.",0,#949 not available,"rebellion omega force, book 11",english,not available,949.0,949.0
rebooting ai: building artificial intelligence we can trust,gary marcus,4.5,84.0,879.0,two leaders in the field offer a compelling analysis of the current state of the art and reveal the steps we must take to achieve a truly robust artificial intelligence.,444,",#3,069 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in automation & robotics,#17 in machine theory & ai,#492 in computer science books",rebooting ai building artificial intelligence we can trust,english,"audible audiobooks & originals,automation & robotics,machine theory & ai,computer science books","[69, 2, 17, 492]",2.0
"reborn: journals and notebooks, 1947-1963",susan sontag,4.5,14.0,668.0,"reborn journals and notebooks, 1947-1963bysusan sontag-genre:rownone",0,#949 not available,"reborn journals and notebooks, 1947-1963",english,not available,949.0,949.0
"reclaim your brain: how to calm your thoughts, heal your mind, and bring your life back under control",joseph a. annibali md,4.5,49.0,1005.0,"a prescriptive guide to restoring cognitive calm, based on amen clinic chief psychiatrist dr. joseph annibalis three decades of treating patients who suffer from overloaded, over-stimulated brains.",581,",#3,427 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#20 in anxiety disorders,#25 in neuroscience & neuropsychology,#44 in stress management","reclaim your brain how to calm your thoughts, heal your mind, and bring your life back under control",english,"audible audiobooks & originals,anxiety disorders,neuroscience & neuropsychology,stress management","[427, 20, 25, 44]",20.0
"reclaim your life: acceptance & commitment therapy in 7 weeks: strategies to manage depression, anxiety, ptsd, ocd, and more",carissa gustafson psyd,4.7,37.0,501.0,"reclaim your life acceptance & commitment therapy in 7 weeks strategies to manage depression, anxiety, ptsd, ocd, and morebycarissa gustafson psyd-genre:rownone",0,#949 not available,"reclaim your life acceptance & commitment therapy in 7 weeks strategies to manage depression, anxiety, ptsd, ocd, and more",english,not available,949.0,949.0
